regionID,region,Provincia,Distrito,Comuna,Lista,NºenVoto,Pacto,SubPacto,Partido,votosComuna
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,16,SAN VICENTE,H,20,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,72
7,DEL MAULE,TALCA,17,SAN CLEMENTE,S,44,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,INDEPENDIENTE,73
15,ARICA Y PARINACOTA,ARICA,1,ARICA,O,89,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,INDEPENDIENTE,455
5,DE VALPARAISO,SAN ANTONIO,7,CARTAGENA,G,10,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,436
7,DEL MAULE,LINARES,18,SAN JAVIER,L,27,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,179
5,DE VALPARAISO,QUILLOTA,6,HIJUELAS,J,27,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,INDEPENDIENTE,212
1,DE TARAPACA,IQUIQUE,2,IQUIQUE,O,65,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,INDEPENDIENTE,80
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,RIO VERDE,H,9,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,7
13,METROPOLITANA DE SANTIAGO,SANTIAGO,11,VITACURA,S,35,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,164
12,DE MAGALLANES Y ANTARTICA CH.,ANTARTICA CHILENA,28,ANTARTICA,H,11,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,1
12,DE MAGALLANES Y ANTARTICA CH.,ANTARTICA CHILENA,28,CABO DE HORNOS,H,11,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,107
7,DEL MAULE,LINARES,18,RETIRO,H,11,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,1263
5,DE VALPARAISO,MARGA MARGA,6,OLMUE,I,25,PACTO CHILE QUIERE AMPLITUD,,AMPLITUD,11
14,DE LOS RIOS,VALDIVIA,24,PANGUIPULLI,G,13,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,79
14,DE LOS RIOS,DEL RANCO,24,RIO BUENO,L,20,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,36
14,DE LOS RIOS,DEL RANCO,24,LAGO RANCO,S,36,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,58
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,OLIVAR,P,28,PACTO ALTERNATIVA DEMOCRATICA,SUBPACTO HUMANISTAS E INDEPENDIENTES,INDEPENDIENTE,41
5,DE VALPARAISO,VALPARAISO,7,CASABLANCA,H,10,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,196
5,DE VALPARAISO,VALPARAISO,7,VALPARAISO,R,95,PACTO JUSTICIA Y TRANSPARENCIA,,INDEPENDIENTE,314
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,RENCA,B,6,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,596
5,DE VALPARAISO,SAN FELIPE,6,PANQUEHUE,S,30,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,2
9,DE LA ARAUCANIA,MALLECO,22,LUMACO,L,28,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,102
13,METROPOLITANA DE SANTIAGO,CHACABUCO,8,COLINA,L,30,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,1153
7,DEL MAULE,LINARES,18,SAN JAVIER,P,33,PACTO ALTERNATIVA DEMOCRATICA,SUBPACTO HUMANISTAS E INDEPENDIENTES,PARTIDO HUMANISTA,34
10,DE LOS LAGOS,CHILOE,26,DALCAHUE,L,23,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,67
8,DEL BIOBIO,ÑUBLE,19,TREGUACO,S,30,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,INDEPENDIENTE,25
8,DEL BIOBIO,ÑUBLE,19,QUILLON,B,9,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,INDEPENDIENTE,100
9,DE LA ARAUCANIA,CAUTIN,23,NUEVA IMPERIAL,J,24,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,215
5,DE VALPARAISO,LOS ANDES,6,CALLE LARGA,S,37,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,28
9,DE LA ARAUCANIA,MALLECO,22,COLLIPULLI,L,30,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,374
,AISEN DEL GRAL. CARLOS IBAÑEZ,COYHAIQUE,27,COYHAIQUE,O,47,PACTO YO MARCO POR EL CAMBIO,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,DEMOCRACIA REGIONAL PATAGONICA ,41
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,LA GRANJA,R,61,PACTO JUSTICIA Y TRANSPARENCIA,,UNION PATRIOTICA,68
8,DEL BIOBIO,ÑUBLE,19,YUNGAY,L,25,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,515
1,DE TARAPACA,DEL TAMARUGAL,2,HUARA,L,28,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,1
5,DE VALPARAISO,PETORCA,6,LA LIGUA,M,41,PACTO PUEBLO UNIDO,,INDEPENDIENTE,56
8,DEL BIOBIO,ÑUBLE,19,COELEMU,S,33,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,299
13,METROPOLITANA DE SANTIAGO,MAIPO,14,SAN BERNARDO,B,8,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,PARTIDO SOCIALISTA DE CHILE ,435
10,DE LOS LAGOS,OSORNO,25,PUERTO OCTAY,S,40,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,1
5,DE VALPARAISO,MARGA MARGA,6,OLMUE,B,5,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,144
12,DE MAGALLANES Y ANTARTICA CH.,TIERRA DEL FUEGO,28,PORVENIR,H,16,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,83
15,ARICA Y PARINACOTA,PARINACOTA,1,GENERAL LAGOS,H,19,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,37
8,DEL BIOBIO,BIOBIO,19,CABRERO,G,12,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,279
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,SAN FERNANDO,G,15,PACTO CON LA FUERZA DEL FUTURO,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",INDEPENDIENTE,1005
8,DEL BIOBIO,ÑUBLE,19,SAN FABIAN,G,12,PACTO CON LA FUERZA DEL FUTURO,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",INDEPENDIENTE,34
14,DE LOS RIOS,VALDIVIA,24,CORRAL,J,18,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,INDEPENDIENTE,113
8,DEL BIOBIO,ÑUBLE,19,YUNGAY,H,19,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,129
2,DE ANTOFAGASTA,EL LOA,3,OLLAGUE,S,33,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,82
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,LA CISTERNA,B,8,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,1548
8,DEL BIOBIO,BIOBIO,21,TUCAPEL,,34,CANDIDATURA INDEPENDIENTE,,INDEPENDIENTE,142
8,DEL BIOBIO,BIOBIO,21,SAN ROSENDO,J,24,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,INDEPENDIENTE,65
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,MACHALI,L,28,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,158
9,DE LA ARAUCANIA,CAUTIN,23,GORBEA,H,20,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,276
5,DE VALPARAISO,QUILLOTA,6,LA CRUZ,G,15,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,56
5,DE VALPARAISO,VALPARAISO,7,VIÑA DEL MAR,R,70,PACTO JUSTICIA Y TRANSPARENCIA,,UNION PATRIOTICA,91
7,DEL MAULE,TALCA,17,RIO CLARO,J,24,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,INDEPENDIENTE,76
9,DE LA ARAUCANIA,MALLECO,22,VICTORIA,H,16,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,110
14,DE LOS RIOS,VALDIVIA,24,MAFIL,S,34,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,315
10,DE LOS LAGOS,LLANQUIHUE,26,MAULLIN,H,15,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,73
13,METROPOLITANA DE SANTIAGO,MELIPILLA,14,MELIPILLA,C,17,PACTO PODER ECOLOGISTA Y CIUDADANO,,INDEPENDIENTE,166
8,DEL BIOBIO,ARAUCO,21,TIRUA,O,28,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,INDEPENDIENTE,19
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,SAN RAMON,H,25,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,103
5,DE VALPARAISO,VALPARAISO,7,VIÑA DEL MAR,G,18,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,399
8,DEL BIOBIO,CONCEPCION,20,HUALPEN,M,40,PACTO PUEBLO UNIDO,SUBPACTO IGUALDAD PARA CHILE,PARTIDO IGUALDAD,99
5,DE VALPARAISO,QUILLOTA,6,NOGALES,O,37,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,INDEPENDIENTE,71
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,ISLA DE MAIPO,H,17,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,52
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,CONCHALI,S,64,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,789
2,DE ANTOFAGASTA,ANTOFAGASTA,3,ANTOFAGASTA,L,69,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,893
8,DEL BIOBIO,CONCEPCION,20,TOME,M,35,PACTO PUEBLO UNIDO,SUBPACTO INDEPENDIENTES UNIDOS,INDEPENDIENTE,582
13,METROPOLITANA DE SANTIAGO,CHACABUCO,8,LAMPA,G,18,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,183
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,MARCHIGUE,J,14,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,,INDEPENDIENTE,84
9,DE LA ARAUCANIA,CAUTIN,23,CARAHUE,L,21,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,97
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,RANCAGUA,L,35,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,1535
8,DEL BIOBIO,CONCEPCION,20,PENCO,L,32,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,265
7,DEL MAULE,TALCA,17,CUREPTO,L,23,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,109
5,DE VALPARAISO,VALPARAISO,7,VALPARAISO,J,42,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,237
8,DEL BIOBIO,BIOBIO,21,LOS ANGELES,J,39,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,INDEPENDIENTE,2873
8,DEL BIOBIO,BIOBIO,21,ALTO BIOBIO,O,28,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,INDEPENDIENTE,7
7,DEL MAULE,LINARES,18,LINARES,G,14,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,189
10,DE LOS LAGOS,OSORNO,25,SAN PABLO,B,9,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,INDEPENDIENTE,55
14,DE LOS RIOS,DEL RANCO,24,FUTRONO,,32,CANDIDATURA INDEPENDIENTE,,INDEPENDIENTE,103
7,DEL MAULE,TALCA,17,CONSTITUCION,S,35,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,71
4,DE COQUIMBO,CHOAPA,5,SALAMANCA,I,22,PACTO CHILE QUIERE AMPLITUD,,AMPLITUD,64
14,DE LOS RIOS,VALDIVIA,24,CORRAL,J,17,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,INDEPENDIENTE,87
8,DEL BIOBIO,ARAUCO,21,TIRUA,L,26,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,3
3,DE ATACAMA,HUASCO,4,FREIRINA,G,12,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,43
5,DE VALPARAISO,MARGA MARGA,6,OLMUE,L,39,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,298
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,PADRE HURTADO,G,15,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,154
9,DE LA ARAUCANIA,CAUTIN,23,CUNCO,J,24,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,INDEPENDIENTE,140
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,EL MONTE,M,37,PACTO PUEBLO UNIDO,SUBPACTO IGUALDAD PARA CHILE,INDEPENDIENTE,24
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,INDEPENDENCIA,S,50,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,342
13,METROPOLITANA DE SANTIAGO,SANTIAGO,12,LA FLORIDA,J,34,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,687
9,DE LA ARAUCANIA,MALLECO,22,ANGOL,H,18,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,413
5,DE VALPARAISO,SAN ANTONIO,7,ALGARROBO,G,12,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,183
14,DE LOS RIOS,VALDIVIA,24,PANGUIPULLI,B,9,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,185
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,OLIVAR,S,29,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,249
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,PUMANQUE,B,7,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,PARTIDO SOCIALISTA DE CHILE ,38
13,METROPOLITANA DE SANTIAGO,CORDILLERA,12,PUENTE ALTO,S,81,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,224
5,DE VALPARAISO,QUILLOTA,6,QUILLOTA,P,48,PACTO ALTERNATIVA DEMOCRATICA,SUBPACTO HUMANISTAS E INDEPENDIENTES,INDEPENDIENTE,213
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,QUINTA NORMAL,M,42,PACTO PUEBLO UNIDO,SUBPACTO IGUALDAD PARA CHILE,INDEPENDIENTE,80
8,DEL BIOBIO,CONCEPCION,20,TOME,,47,CANDIDATURA INDEPENDIENTE,,INDEPENDIENTE,415
5,DE VALPARAISO,VALPARAISO,6,QUINTERO,G,11,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,598
5,DE VALPARAISO,QUILLOTA,6,CALERA,G,16,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,126
7,DEL MAULE,CURICO,17,VICHUQUEN,P,26,PACTO ALTERNATIVA DEMOCRATICA,SUBPACTO HUMANISTAS E INDEPENDIENTES,PARTIDO HUMANISTA,5
5,DE VALPARAISO,MARGA MARGA,6,QUILPUE,L,45,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,896
5,DE VALPARAISO,MARGA MARGA,6,VILLA ALEMANA,L,41,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,1715
7,DEL MAULE,TALCA,17,SAN CLEMENTE,G,11,PACTO CON LA FUERZA DEL FUTURO,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",PARTIDO IZQUIERDA CIUDADANA DE CHILE,52
10,DE LOS LAGOS,OSORNO,25,RIO NEGRO,H,18,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,243
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,SAN JOAQUIN,S,54,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,349
10,DE LOS LAGOS,LLANQUIHUE,25,LLANQUIHUE,O,33,PACTO YO MARCO POR EL CAMBIO,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,DEMOCRACIA REGIONAL PATAGONICA ,229
2,DE ANTOFAGASTA,ANTOFAGASTA,3,TALTAL,S,24,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,14
5,DE VALPARAISO,VALPARAISO,6,PUCHUNCAVI,G,12,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,196
14,DE LOS RIOS,VALDIVIA,24,CORRAL,G,11,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,21
9,DE LA ARAUCANIA,MALLECO,22,ERCILLA,B,4,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,INDEPENDIENTE,77
8,DEL BIOBIO,BIOBIO,19,CABRERO,S,43,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,INDEPENDIENTE,405
7,DEL MAULE,LINARES,18,YERBAS BUENAS,B,8,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,287
10,DE LOS LAGOS,LLANQUIHUE,25,LOS MUERMOS,B,5,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,INDEPENDIENTE,1071
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,MACHALI,G,10,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,74
10,DE LOS LAGOS,LLANQUIHUE,26,PUERTO MONTT,J,60,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,INDEPENDIENTE,264
9,DE LA ARAUCANIA,MALLECO,22,VICTORIA,J,24,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,198
9,DE LA ARAUCANIA,MALLECO,22,VICTORIA,S,43,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,57
5,DE VALPARAISO,VALPARAISO,6,QUINTERO,L,31,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,522
5,DE VALPARAISO,SAN FELIPE,6,PUTAENDO,L,26,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,32
1,DE TARAPACA,IQUIQUE,2,ALTO HOSPICIO,L,35,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,905
8,DEL BIOBIO,CONCEPCION,20,FLORIDA,S,33,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,85
13,METROPOLITANA DE SANTIAGO,SANTIAGO,8,MAIPU,J,50,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,INDEPENDIENTE,1043
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,EL MONTE,L,29,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,292
9,DE LA ARAUCANIA,MALLECO,22,TRAIGUEN,O,32,PACTO YO MARCO POR EL CAMBIO,,INDEPENDIENTE,137
13,METROPOLITANA DE SANTIAGO,CHACABUCO,8,TILTIL,H,18,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,271
8,DEL BIOBIO,ÑUBLE,19,SAN NICOLAS,H,16,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,662
13,METROPOLITANA DE SANTIAGO,CORDILLERA,12,PIRQUE,H,21,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,211
5,DE VALPARAISO,QUILLOTA,6,QUILLOTA,H,28,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,1569
8,DEL BIOBIO,ÑUBLE,19,SAN IGNACIO,S,29,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,157
9,DE LA ARAUCANIA,MALLECO,22,PUREN,S,28,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,9
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,16,PICHIDEGUA,H,17,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,128
8,DEL BIOBIO,ÑUBLE,19,EL CARMEN,S,24,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,51
5,DE VALPARAISO,SAN FELIPE,6,SAN FELIPE,L,28,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,264
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,QUINTA NORMAL,H,21,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,537
9,DE LA ARAUCANIA,CAUTIN,23,VILLARRICA,H,17,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,253
9,DE LA ARAUCANIA,MALLECO,22,LOS SAUCES,G,10,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,184
15,ARICA Y PARINACOTA,ARICA,1,ARICA,J,57,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,INDEPENDIENTE,240
10,DE LOS LAGOS,PALENA,26,CHAITEN,O,33,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,INDEPENDIENTE,2
9,DE LA ARAUCANIA,CAUTIN,23,FREIRE,S,38,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,INDEPENDIENTE,8
5,DE VALPARAISO,MARGA MARGA,6,LIMACHE,G,10,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,952
13,METROPOLITANA DE SANTIAGO,SANTIAGO,8,MAIPU,S,110,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,3126
7,DEL MAULE,TALCA,17,RIO CLARO,H,20,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,317
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,PICHILEMU,O,25,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,PARTIDO PROGRESISTA ,119
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,RENCA,G,18,PACTO CON LA FUERZA DEL FUTURO,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",INDEPENDIENTE,90
15,ARICA Y PARINACOTA,PARINACOTA,1,PUTRE,H,12,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,39
8,DEL BIOBIO,CONCEPCION,20,CORONEL,B,6,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,PARTIDO SOCIALISTA DE CHILE ,2469
