regionID,region,Provincia,Distrito,Comuna,Lista,NºenVoto,Pacto,SubPacto,Partido,votosComuna
8,DEL BIOBIO,CONCEPCION,20,TOME,O,38,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,PARTIDO PROGRESISTA ,217
,AISEN DEL GRAL. CARLOS IBAÑEZ,CAPITAN PRAT,27,TORTEL,S,19,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,14
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,CHIMBARONGO,G,10,PACTO CON LA FUERZA DEL FUTURO,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",INDEPENDIENTE,71
7,DEL MAULE,CAUQUENES,18,CHANCO,G,9,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,43
7,DEL MAULE,TALCA,17,PELARCO,H,16,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,50
8,DEL BIOBIO,BIOBIO,21,SAN ROSENDO,L,27,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,24
,AISEN DEL GRAL. CARLOS IBAÑEZ,CAPITAN PRAT,27,TORTEL,S,17,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,68
3,DE ATACAMA,COPIAPO,4,COPIAPO,B,16,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,325
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,PAREDONES,P,30,PACTO ALTERNATIVA DEMOCRATICA,SUBPACTO MIRAS E INDEPENDIENTES,MOVIMIENTO INDEPENDIENTE REGIONALISTA AGRARIO Y SOCIAL ,18
5,DE VALPARAISO,MARGA MARGA,6,OLMUE,L,38,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,80
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,CHIMBARONGO,G,11,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,178
10,DE LOS LAGOS,LLANQUIHUE,25,PUERTO VARAS,I,31,PACTO CHILE QUIERE AMPLITUD,,AMPLITUD,210
13,METROPOLITANA DE SANTIAGO,SANTIAGO,12,LA PINTANA,L,40,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,648
13,METROPOLITANA DE SANTIAGO,MELIPILLA,14,ALHUE,L,18,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,107
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,MARCHIGUE,S,27,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,128
13,METROPOLITANA DE SANTIAGO,SANTIAGO,11,PEÑALOLEN,O,61,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,INDEPENDIENTE,173
13,METROPOLITANA DE SANTIAGO,SANTIAGO,8,MAIPU,B,8,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,2153
8,DEL BIOBIO,CONCEPCION,20,SAN PEDRO DE LA PAZ,C,19,PACTO PODER ECOLOGISTA Y CIUDADANO,,INDEPENDIENTE,115
13,METROPOLITANA DE SANTIAGO,MAIPO,14,PAINE,J,24,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,PARTIDO EVOLUCION POLITICA ,132
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,SANTA CRUZ,S,34,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,94
7,DEL MAULE,CURICO,17,MOLINA,H,21,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,74
8,DEL BIOBIO,ÑUBLE,19,YUNGAY,S,34,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,277
13,METROPOLITANA DE SANTIAGO,CORDILLERA,12,PUENTE ALTO,P,75,PACTO ALTERNATIVA DEMOCRATICA,SUBPACTO HUMANISTAS E INDEPENDIENTES,INDEPENDIENTE,368
8,DEL BIOBIO,CONCEPCION,20,SANTA JUANA,G,13,PACTO CON LA FUERZA DEL FUTURO,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",INDEPENDIENTE,63
10,DE LOS LAGOS,OSORNO,25,SAN JUAN DE LA COSTA,L,19,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,113
8,DEL BIOBIO,CONCEPCION,20,HUALPEN,G,21,PACTO CON LA FUERZA DEL FUTURO,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",INDEPENDIENTE,149
,AISEN DEL GRAL. CARLOS IBAÑEZ,CAPITAN PRAT,27,COCHRANE,H,13,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,126
8,DEL BIOBIO,BIOBIO,21,NEGRETE,H,20,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,85
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,MARCHIGUE,B,7,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,224
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,COINCO,S,26,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,217
9,DE LA ARAUCANIA,CAUTIN,23,VILLARRICA,L,23,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,848
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,MARCHIGUE,S,30,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,138
8,DEL BIOBIO,ÑUBLE,19,ÑIQUEN,B,4,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,INDEPENDIENTE,119
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,SANTIAGO,J,50,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,INDEPENDIENTE,56
8,DEL BIOBIO,BIOBIO,21,LOS ANGELES,P,65,PACTO ALTERNATIVA DEMOCRATICA,SUBPACTO HUMANISTAS E INDEPENDIENTES,INDEPENDIENTE,61
2,DE ANTOFAGASTA,ANTOFAGASTA,3,ANTOFAGASTA,P,97,PACTO ALTERNATIVA DEMOCRATICA,SUBPACTO HUMANISTAS E INDEPENDIENTES,INDEPENDIENTE,199
10,DE LOS LAGOS,LLANQUIHUE,25,FRUTILLAR,S,31,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,52
5,DE VALPARAISO,SAN FELIPE,6,SAN FELIPE,B,7,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PDC E INDEPENDIENTES,PARTIDO DEMOCRATA CRISTIANO,300
4,DE COQUIMBO,CHOAPA,5,LOS VILOS,N,34,PACTO NORTE VERDE,,INDEPENDIENTE,251
3,DE ATACAMA,COPIAPO,4,CALDERA,O,34,PACTO YO MARCO POR EL CAMBIO,SUBPACTO FREP E INDEPENDIENTES,INDEPENDIENTE,107
10,DE LOS LAGOS,PALENA,26,PALENA,L,23,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,73
9,DE LA ARAUCANIA,MALLECO,22,VICTORIA,J,22,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,145
13,METROPOLITANA DE SANTIAGO,MAIPO,14,SAN BERNARDO,M,54,PACTO PUEBLO UNIDO,SUBPACTO IGUALDAD PARA CHILE,PARTIDO IGUALDAD,389
1,DE TARAPACA,IQUIQUE,2,IQUIQUE,C,20,PACTO PODER ECOLOGISTA Y CIUDADANO,,PODER,77
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,LA CISTERNA,C,16,PACTO PODER ECOLOGISTA Y CIUDADANO,,INDEPENDIENTE,80
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,16,SAN VICENTE,G,11,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,114
5,DE VALPARAISO,QUILLOTA,6,LA CRUZ,L,25,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,102
13,METROPOLITANA DE SANTIAGO,CHACABUCO,8,COLINA,G,14,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,48
9,DE LA ARAUCANIA,CAUTIN,22,VILCUN,B,7,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,PARTIDO SOCIALISTA DE CHILE ,131
9,DE LA ARAUCANIA,CAUTIN,23,CURARREHUE,H,12,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,221
8,DEL BIOBIO,ÑUBLE,19,COIHUECO,H,14,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,496
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,SAN MIGUEL,G,21,PACTO CON LA FUERZA DEL FUTURO,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",INDEPENDIENTE,25
9,DE LA ARAUCANIA,CAUTIN,23,PITRUFQUEN,H,17,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,586
9,DE LA ARAUCANIA,CAUTIN,23,PITRUFQUEN,S,33,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,324
9,DE LA ARAUCANIA,CAUTIN,22,PERQUENCO,S,28,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,90
,AISEN DEL GRAL. CARLOS IBAÑEZ,COYHAIQUE,27,COYHAIQUE,D,15,PACTO AYSEN,,SOMOS AYSEN,27
3,DE ATACAMA,HUASCO,4,ALTO DEL CARMEN,S,34,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,27
4,DE COQUIMBO,LIMARI,5,PUNITAQUI,S,40,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,45
5,DE VALPARAISO,VALPARAISO,6,PUCHUNCAVI,S,31,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,227
8,DEL BIOBIO,ARAUCO,21,CAÑETE,G,10,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,1402
7,DEL MAULE,LINARES,18,LONGAVI,J,17,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,INDEPENDIENTE,130
3,DE ATACAMA,HUASCO,4,HUASCO,G,12,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,319
5,DE VALPARAISO,VALPARAISO,6,QUINTERO,S,49,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,INDEPENDIENTE,61
8,DEL BIOBIO,ARAUCO,21,ARAUCO,G,12,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,148
8,DEL BIOBIO,BIOBIO,21,LAJA,B,6,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,PARTIDO SOCIALISTA DE CHILE ,286
5,DE VALPARAISO,VALPARAISO,7,CONCON,L,32,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,608
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,SANTIAGO,L,59,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,450
13,METROPOLITANA DE SANTIAGO,SANTIAGO,11,LA REINA,S,56,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,1022
9,DE LA ARAUCANIA,CAUTIN,23,LONCOCHE,G,12,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,569
10,DE LOS LAGOS,LLANQUIHUE,25,PUERTO VARAS,B,13,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,PARTIDO SOCIALISTA DE CHILE ,260
9,DE LA ARAUCANIA,CAUTIN,23,FREIRE,B,6,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,INDEPENDIENTE,41
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,QUINTA NORMAL,G,16,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,863
10,DE LOS LAGOS,CHILOE,26,QUEMCHI,O,28,PACTO YO MARCO POR EL CAMBIO,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,INDEPENDIENTE,147
14,DE LOS RIOS,VALDIVIA,24,PAILLACO,J,19,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,INDEPENDIENTE,193
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,16,PEUMO,L,23,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,22
8,DEL BIOBIO,CONCEPCION,20,TALCAHUANO,L,42,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,493
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,LA GRANJA,L,50,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,255
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,16,SAN VICENTE,L,22,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,944
5,DE VALPARAISO,SAN FELIPE,6,LLAY-LLAY,H,16,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,237
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,SANTIAGO,R,83,PACTO JUSTICIA Y TRANSPARENCIA,,INDEPENDIENTE,180
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,ISLA DE MAIPO,O,35,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,PARTIDO PROGRESISTA ,15
5,DE VALPARAISO,SAN ANTONIO,7,EL QUISCO,O,32,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,PARTIDO PROGRESISTA ,26
9,DE LA ARAUCANIA,MALLECO,22,COLLIPULLI,B,9,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,PARTIDO SOCIALISTA DE CHILE ,214
10,DE LOS LAGOS,OSORNO,25,SAN PABLO,H,22,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,213
13,METROPOLITANA DE SANTIAGO,SANTIAGO,8,PUDAHUEL,S,68,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,149
9,DE LA ARAUCANIA,CAUTIN,22,VILCUN,J,23,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,INDEPENDIENTE,1040
9,DE LA ARAUCANIA,CAUTIN,22,GALVARINO,L,23,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,68
8,DEL BIOBIO,CONCEPCION,20,PENCO,,46,CANDIDATURA INDEPENDIENTE,,INDEPENDIENTE,277
14,DE LOS RIOS,VALDIVIA,24,MAFIL,G,16,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,INDEPENDIENTE,180
8,DEL BIOBIO,CONCEPCION,20,TOME,G,14,PACTO CON LA FUERZA DEL FUTURO,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",INDEPENDIENTE,88
7,DEL MAULE,LINARES,18,LINARES,G,10,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,241
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,HUECHURABA,H,22,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,219
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,SAN RAMON,O,48,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,INDEPENDIENTE,39
5,DE VALPARAISO,VALPARAISO,7,VIÑA DEL MAR,S,78,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,491
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,PLACILLA,B,8,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,INDEPENDIENTE,166
7,DEL MAULE,CURICO,17,TENO,O,34,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,INDEPENDIENTE,39
13,METROPOLITANA DE SANTIAGO,SANTIAGO,12,LA PINTANA,O,61,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,INDEPENDIENTE,152
7,DEL MAULE,CURICO,17,CURICO,H,20,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,222
10,DE LOS LAGOS,LLANQUIHUE,25,PUERTO VARAS,H,28,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,144
15,ARICA Y PARINACOTA,ARICA,1,CAMARONES,G,14,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,74
8,DEL BIOBIO,ÑUBLE,19,PORTEZUELO,L,22,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,170
13,METROPOLITANA DE SANTIAGO,SANTIAGO,8,ESTACION CENTRAL,M,36,PACTO PUEBLO UNIDO,,INDEPENDIENTE,685
9,DE LA ARAUCANIA,CAUTIN,23,GORBEA,O,33,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,PARTIDO PROGRESISTA ,42
4,DE COQUIMBO,LIMARI,5,OVALLE,S,66,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,142
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,ISLA DE MAIPO,L,22,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,191
10,DE LOS LAGOS,PALENA,26,FUTALEUFU,L,26,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,87
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,16,SAN VICENTE,P,34,PACTO ALTERNATIVA DEMOCRATICA,SUBPACTO MIRAS E INDEPENDIENTES,MOVIMIENTO INDEPENDIENTE REGIONALISTA AGRARIO Y SOCIAL ,362
10,DE LOS LAGOS,CHILOE,26,QUINCHAO,S,24,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,269
10,DE LOS LAGOS,OSORNO,25,PURRANQUE,G,10,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,39
8,DEL BIOBIO,ARAUCO,21,CONTULMO,S,31,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,63
7,DEL MAULE,CURICO,17,ROMERAL,B,6,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,INDEPENDIENTE,328
13,METROPOLITANA DE SANTIAGO,CORDILLERA,12,PUENTE ALTO,R,77,PACTO JUSTICIA Y TRANSPARENCIA,,UNION PATRIOTICA,74
5,DE VALPARAISO,SAN FELIPE,6,PUTAENDO,O,31,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,INDEPENDIENTE,119
15,ARICA Y PARINACOTA,ARICA,1,ARICA,S,115,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,127
9,DE LA ARAUCANIA,CAUTIN,23,SAAVEDRA,J,21,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,57
14,DE LOS RIOS,VALDIVIA,24,MAFIL,L,30,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,32
5,DE VALPARAISO,SAN ANTONIO,7,EL TABO,O,36,PACTO YO MARCO POR EL CAMBIO,SUBPACTO PRO E INDEPENDIENTES,INDEPENDIENTE,15
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,PADRE HURTADO,H,16,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,746
5,DE VALPARAISO,ISLA DE PASCUA,7,ISLA DE PASCUA,S,21,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,41
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,SAN GREGORIO,S,23,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,0
8,DEL BIOBIO,BIOBIO,21,QUILLECO,S,22,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,PARTIDO POR LA DEMOCRACIA,164
13,METROPOLITANA DE SANTIAGO,SANTIAGO,11,LAS CONDES,L,52,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,1955
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,SAN JOAQUIN,L,31,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,898
8,DEL BIOBIO,CONCEPCION,20,CONCEPCION,G,30,PACTO CON LA FUERZA DEL FUTURO,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",INDEPENDIENTE,225
9,DE LA ARAUCANIA,MALLECO,22,VICTORIA,H,18,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,335
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,PICHILEMU,L,19,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,179
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,LA GRANJA,K,46,PACTO CAMBIEMOS LA HISTORIA,,INDEPENDIENTE,47
3,DE ATACAMA,CHAÑARAL,4,CHAÑARAL,J,24,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,INDEPENDIENTE,129
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,HUECHURABA,G,11,PACTO CON LA FUERZA DEL FUTURO,SUBPACTO PRSD E INDEPENDIENTES,PARTIDO RADICAL SOCIALDEMOCRATA,293
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,PALMILLA,L,21,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,INDEPENDIENTE,306
9,DE LA ARAUCANIA,MALLECO,22,LONQUIMAY,P,36,PACTO ALTERNATIVA DEMOCRATICA,SUBPACTO HUMANISTAS E INDEPENDIENTES,INDEPENDIENTE,79
13,METROPOLITANA DE SANTIAGO,SANTIAGO,11,PEÑALOLEN,P,73,PACTO ALTERNATIVA DEMOCRATICA,SUBPACTO HUMANISTAS E INDEPENDIENTES,INDEPENDIENTE,216
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,RECOLETA,L,44,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,617
10,DE LOS LAGOS,OSORNO,25,PURRANQUE,H,14,PACTO CHILE VAMOS RN E INDEPENDIENTES,,RENOVACION NACIONAL ,253
13,METROPOLITANA DE SANTIAGO,CORDILLERA,12,SAN JOSE DE MAIPO,J,22,PACTO CHILE VAMOS PRI-EVOPOLI E INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,PARTIDO EVOLUCION POLITICA ,34
5,DE VALPARAISO,SAN FELIPE,6,SANTA MARIA,S,26,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PPD E INDEPENDIENTES,INDEPENDIENTE,249
3,DE ATACAMA,HUASCO,4,FREIRINA,O,22,PACTO YO MARCO POR EL CAMBIO,SUBPACTO FREP E INDEPENDIENTES,FRENTE REGIONAL Y POPULAR,147
13,METROPOLITANA DE SANTIAGO,SANTIAGO,8,PUDAHUEL,B,8,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,PARTIDO SOCIALISTA DE CHILE ,1586
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,INDEPENDENCIA,H,27,PACTO CHILE VAMOS RN E INDEPENDIENTES,,INDEPENDIENTE,161
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,16,LAS CABRAS,L,24,PACTO CHILE VAMOS UDI-INDEPENDIENTES,,UNION DEMOCRATA INDEPENDIENTE,324
14,DE LOS RIOS,VALDIVIA,24,LOS LAGOS,S,27,PACTO NUEVA MAYORIA POR CHILE,SUBPACTO PCCH E INDEPENDIENTES,PARTIDO COMUNISTA DE CHILE ,1145
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,LA GRANJA,R,64,PACTO JUSTICIA Y TRANSPARENCIA,,UNION PATRIOTICA,11
8,DEL BIOBIO,CONCEPCION,20,CHIGUAYANTE,G,13,PACTO CON LA FUERZA DEL FUTURO,"SUBPACTO IC, MAS REGION E INDEPENDIENTES",MAS REGION ,1767
9,DE LA ARAUCANIA,CAUTIN,23,FREIRE,O,28,PACTO YO MARCO POR EL CAMBIO,SUBPACTO WALLMAPUWEN E INDEPENDIENTES,WALLMAPUWEN,66
8,DEL BIOBIO,ARAUCO,21,LEBU,B,9,PACTO NUEVA MAYORIA PARA CHILE,SUBPACTO PS E INDEPENDIENTES,INDEPENDIENTE,777
