regionID,region,provincia,distrito,comuna,lista,pacto,partido,candidato,votosComuna
13,METROPOLITANA DE SANTIAGO,MELIPILLA,14,MELIPILLA,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,IVAN CAMPOS ARAVENA,16073
13,METROPOLITANA DE SANTIAGO,MELIPILLA,14,MELIPILLA,M,PACTO PUEBLO UNIDO,PARTIDO IGUALDAD,MANUEL RETAMAL JARA,449
13,METROPOLITANA DE SANTIAGO,MELIPILLA,14,MELIPILLA,O,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,RAUL ANTONIO ROJAS LEON,854
13,METROPOLITANA DE SANTIAGO,MELIPILLA,14,MELIPILLA,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,SEGUNDO ALFREDO BRUNA SILVA,9127
13,METROPOLITANA DE SANTIAGO,MELIPILLA,14,MELIPILLA,,,,VOTOS EN BLANCO,548
13,METROPOLITANA DE SANTIAGO,MELIPILLA,14,MELIPILLA,,,,VOTOS NULOS,711
7,DEL MAULE,CURICO,17,MOLINA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,ELIAS GONZALEZ ALVAREZ,643
7,DEL MAULE,CURICO,17,MOLINA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,MARCELO LOBOS VERGARA,3109
7,DEL MAULE,CURICO,17,MOLINA,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,MIRTHA SEGURA OVALLE,4524
7,DEL MAULE,CURICO,17,MOLINA,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,PRISCILLA ELENA CASTILLO GERLI,10418
7,DEL MAULE,CURICO,17,MOLINA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,VICTOR RICARDO BAHAMONDEZ SEGURA,119
7,DEL MAULE,CURICO,17,MOLINA,,,,VOTOS EN BLANCO,147
7,DEL MAULE,CURICO,17,MOLINA,,,,VOTOS NULOS,279
4,DE COQUIMBO,LIMARI,5,MONTE PATRIA,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,CAMILO OSSANDON ESPINOZA,5117
4,DE COQUIMBO,LIMARI,5,MONTE PATRIA,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,IVON GUERRA AGUILERA,4367
4,DE COQUIMBO,LIMARI,5,MONTE PATRIA,O,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,LUIS ANTONIO GALLARDO GALLARDO,215
4,DE COQUIMBO,LIMARI,5,MONTE PATRIA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,MERY MORA ARAYA,1580
4,DE COQUIMBO,LIMARI,5,MONTE PATRIA,,,,VOTOS EN BLANCO,154
4,DE COQUIMBO,LIMARI,5,MONTE PATRIA,,,,VOTOS NULOS,119
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,MOSTAZAL,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,CLAUDIA CAROCA CONTRERAS,3267
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,MOSTAZAL,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,GONZALO ANDRES MEZA VANNINI,2752
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,MOSTAZAL,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,SERGIO MEDEL ACOSTA,4055
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,MOSTAZAL,,,,VOTOS EN BLANCO,112
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,MOSTAZAL,,,,VOTOS NULOS,117
8,DEL BIOBIO,BIOBIO,21,MULCHEN,F,PACTO CHILE VAMOS,INDEPENDIENTE,FRANCISCO JARA DELGADO,5005
8,DEL BIOBIO,BIOBIO,21,MULCHEN,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,JORGE ALBERTO RIVAS FIGUEROA,7993
8,DEL BIOBIO,BIOBIO,21,MULCHEN,,,,VOTOS EN BLANCO,115
8,DEL BIOBIO,BIOBIO,21,MULCHEN,,,,VOTOS NULOS,151
8,DEL BIOBIO,BIOBIO,21,NACIMIENTO,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,BERNES TOLOZA LUNA,3199
8,DEL BIOBIO,BIOBIO,21,NACIMIENTO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,GERARDO MONTES CISTERNAS,3840
8,DEL BIOBIO,BIOBIO,21,NACIMIENTO,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,HUGO INOSTROZA RAMIREZ,4576
8,DEL BIOBIO,BIOBIO,21,NACIMIENTO,,,,VOTOS EN BLANCO,104
8,DEL BIOBIO,BIOBIO,21,NACIMIENTO,,,,VOTOS NULOS,148
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,NANCAGUA,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,EDUARDO ESCANILLA GAETE,3852
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,NANCAGUA,P,PACTO ALTERNATIVA DEMOCRATICA,MOVIMIENTO INDEPENDIENTE REGIONALISTA AGRARIO Y SOCIAL ,ROBERTO ANIBAL VILLAGRA MELLA,645
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,NANCAGUA,,,,VOTOS EN BLANCO,56
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,NANCAGUA,,,,VOTOS NULOS,71
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,NANCAGUA,F,PACTO CHILE VAMOS,INDEPENDIENTE,WILSON DUARTE RABELLO,2875
12,DE MAGALLANES Y ANTARTICA CH.,ULTIMA ESPERANZA,28,NATALES,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,FERNANDO PAREDES MANSILLA,4688
12,DE MAGALLANES Y ANTARTICA CH.,ULTIMA ESPERANZA,28,NATALES,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,MARIO MARGONI GADLER,2284
12,DE MAGALLANES Y ANTARTICA CH.,ULTIMA ESPERANZA,28,NATALES,,,,VOTOS EN BLANCO,120
12,DE MAGALLANES Y ANTARTICA CH.,ULTIMA ESPERANZA,28,NATALES,,,,VOTOS NULOS,152
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,NAVIDAD,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,HORACIO MALDONADO MONDACA,1761
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,NAVIDAD,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,MARIO ANTONIO GONZALEZ SOTO,1602
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,NAVIDAD,,,,VOTOS EN BLANCO,69
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,NAVIDAD,,,,VOTOS NULOS,41
8,DEL BIOBIO,BIOBIO,21,NEGRETE,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,EDWIN VON-JENTSCHYK CRUZ,1321
8,DEL BIOBIO,BIOBIO,21,NEGRETE,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,FRANCISCO JAVIER MELO MARQUEZ,2045
8,DEL BIOBIO,BIOBIO,21,NEGRETE,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,MAURICIO RIOS LAVADO,534
8,DEL BIOBIO,BIOBIO,21,NEGRETE,F,PACTO CHILE VAMOS,INDEPENDIENTE,PLACIDO VIDAL BARNACHEA,1385
8,DEL BIOBIO,BIOBIO,21,NEGRETE,,,,VOTOS EN BLANCO,37
8,DEL BIOBIO,BIOBIO,21,NEGRETE,,,,VOTOS NULOS,48
8,DEL BIOBIO,ÑUBLE,19,NINHUE,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,CARMEN BLANCO HADI,2114
8,DEL BIOBIO,ÑUBLE,19,NINHUE,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,LUIS ALBERTO MOLINA MELO,2102
8,DEL BIOBIO,ÑUBLE,19,NINHUE,O,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,PAULINA VILLANUEVA ANDRADES,75
8,DEL BIOBIO,ÑUBLE,19,NINHUE,,,,VOTOS EN BLANCO,41
8,DEL BIOBIO,ÑUBLE,19,NINHUE,,,,VOTOS NULOS,25
5,DE VALPARAISO,QUILLOTA,6,NOGALES,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,CARLOS ALBERTO ORTEGA VALENCIA,1657
5,DE VALPARAISO,QUILLOTA,6,NOGALES,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,GLORIA TAPIA BAHAMONDES,929
5,DE VALPARAISO,QUILLOTA,6,NOGALES,I,PACTO CHILE QUIERE AMPLITUD,AMPLITUD,MARGARITA OSORIO PIZARRO,3235
5,DE VALPARAISO,QUILLOTA,6,NOGALES,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,MIGUEL CALDERON ARANCIBIA,331
5,DE VALPARAISO,QUILLOTA,6,NOGALES,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,NELSON RENE VERDEJO ZAMORA,807
5,DE VALPARAISO,QUILLOTA,6,NOGALES,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,RICARDO ALIAGA GOMEZ,1809
5,DE VALPARAISO,QUILLOTA,6,NOGALES,,,,VOTOS EN BLANCO,120
5,DE VALPARAISO,QUILLOTA,6,NOGALES,,,,VOTOS NULOS,185
9,DE LA ARAUCANIA,CAUTIN,23,NUEVA IMPERIAL,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,MANUEL ADOLFO SALAS TRAUTMANN,8123
9,DE LA ARAUCANIA,CAUTIN,23,NUEVA IMPERIAL,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,MARISOL MUÑOZ CANOBI,3084
9,DE LA ARAUCANIA,CAUTIN,23,NUEVA IMPERIAL,I,PACTO CHILE QUIERE AMPLITUD,INDEPENDIENTE,VICTOR REIMER SEGUEL HENRIQUEZ,1660
9,DE LA ARAUCANIA,CAUTIN,23,NUEVA IMPERIAL,,,,VOTOS EN BLANCO,300
9,DE LA ARAUCANIA,CAUTIN,23,NUEVA IMPERIAL,,,,VOTOS NULOS,429
11,AISEN DEL GRAL. CARLOS IBAÑEZ,CAPITAN PRAT,27,O'HIGGINS,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,JOSE CLAUDIO FICA GOMEZ,211
11,AISEN DEL GRAL. CARLOS IBAÑEZ,CAPITAN PRAT,27,O'HIGGINS,F,PACTO CHILE VAMOS,INDEPENDIENTE,ROBERTO RECABAL CARCAMO,214
11,AISEN DEL GRAL. CARLOS IBAÑEZ,CAPITAN PRAT,27,O'HIGGINS,,,,VOTOS EN BLANCO,3
11,AISEN DEL GRAL. CARLOS IBAÑEZ,CAPITAN PRAT,27,O'HIGGINS,,,,VOTOS NULOS,2
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,OLIVAR,F,PACTO CHILE VAMOS,INDEPENDIENTE,MARIA ESTRELLA MONTERO CARRASCO,2950
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,OLIVAR,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,PRAXEDES DE LOURDES PEREZ ARANGUIZ,3024
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,OLIVAR,,,,VOTOS EN BLANCO,76
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,OLIVAR,,,,VOTOS NULOS,117
2,DE ANTOFAGASTA,EL LOA,3,OLLAGUE,P,PACTO ALTERNATIVA DEMOCRATICA,PARTIDO LIBERAL DE CHILE,CARLOS ANZA MUÑOZ,44
2,DE ANTOFAGASTA,EL LOA,3,OLLAGUE,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,CARLOS REYGADAS BAVESTRELLO,523
2,DE ANTOFAGASTA,EL LOA,3,OLLAGUE,O,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,HUMBERTO JOSE FLORES GONZALEZ,68
2,DE ANTOFAGASTA,EL LOA,3,OLLAGUE,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JAVIER VICENTELO VICENTELO,50
2,DE ANTOFAGASTA,EL LOA,3,OLLAGUE,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,VICTOR NINA HUANCA,370
2,DE ANTOFAGASTA,EL LOA,3,OLLAGUE,,,,VOTOS EN BLANCO,9
2,DE ANTOFAGASTA,EL LOA,3,OLLAGUE,,,,VOTOS NULOS,14
5,DE VALPARAISO,MARGA MARGA,6,OLMUE,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,LUIS ALBERTO CORDOVA GONZALEZ,2178
5,DE VALPARAISO,MARGA MARGA,6,OLMUE,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,MACARENA SANTELICES CAÑAS,3710
5,DE VALPARAISO,MARGA MARGA,6,OLMUE,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,TOMAS DEL CARMEN ARANDA MIRANDA,1853
5,DE VALPARAISO,MARGA MARGA,6,OLMUE,,,,VOTOS EN BLANCO,95
5,DE VALPARAISO,MARGA MARGA,6,OLMUE,,,,VOTOS NULOS,117
10,DE LOS LAGOS,OSORNO,25,OSORNO,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,JAIME BERTIN VALENZUELA,14330
10,DE LOS LAGOS,OSORNO,25,OSORNO,O,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,JORGE RENE TEJEDA ROA,12411
10,DE LOS LAGOS,OSORNO,25,OSORNO,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,MARIO BELLO GARRIDO,8581
10,DE LOS LAGOS,OSORNO,25,OSORNO,,,,VOTOS EN BLANCO,691
10,DE LOS LAGOS,OSORNO,25,OSORNO,,,,VOTOS NULOS,1455
4,DE COQUIMBO,LIMARI,5,OVALLE,M,PACTO PUEBLO UNIDO,PARTIDO FRENTE POPULAR ,ALVARO MAXIMILIANO ARROYO SEGOVIA,450
4,DE COQUIMBO,LIMARI,5,OVALLE,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,CLAUDIO RENTERIA LARRONDO,21355
4,DE COQUIMBO,LIMARI,5,OVALLE,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,CRISTIAN SAEZ CARIZ,6874
4,DE COQUIMBO,LIMARI,5,OVALLE,O,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA ,DIEGO ALFONSO CONTRERAS DOMINGUEZ,348
4,DE COQUIMBO,LIMARI,5,OVALLE,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,GARY BARRAZA JOFRE,598
4,DE COQUIMBO,LIMARI,5,OVALLE,,,,VOTOS EN BLANCO,350
4,DE COQUIMBO,LIMARI,5,OVALLE,,,,VOTOS NULOS,377
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,PADRE HURTADO,R,PACTO JUSTICIA Y TRANSPARENCIA,UNION PATRIOTICA,ANTONIO SILVA MURUA,119
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,PADRE HURTADO,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,FELIPE MUÑOZ HEREDIA,3894
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,PADRE HURTADO,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,JOSE MIGUEL ARELLANO MERINO,10192
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,PADRE HURTADO,M,PACTO PUEBLO UNIDO,PARTIDO IGUALDAD,NOLBERTO ORELLANA MORALES,235
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,PADRE HURTADO,,,,VOTOS EN BLANCO,155
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,PADRE HURTADO,,,,VOTOS NULOS,238
9,DE LA ARAUCANIA,CAUTIN,23,PADRE LAS CASAS,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,ANA MARIA SOTO CEA,5512
9,DE LA ARAUCANIA,CAUTIN,23,PADRE LAS CASAS,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,JUAN DELGADO CASTRO,9895
9,DE LA ARAUCANIA,CAUTIN,23,PADRE LAS CASAS,,,,VOTOS EN BLANCO,394
9,DE LA ARAUCANIA,CAUTIN,23,PADRE LAS CASAS,,,,VOTOS NULOS,475
4,DE COQUIMBO,ELQUI,5,PAIHUANO,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,HERNAN AHUMADA AHUMADA,1529
4,DE COQUIMBO,ELQUI,5,PAIHUANO,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,ORLANDO CHELME ALIAGA,1415
4,DE COQUIMBO,ELQUI,5,PAIHUANO,,,,VOTOS EN BLANCO,21
4,DE COQUIMBO,ELQUI,5,PAIHUANO,,,,VOTOS NULOS,29
14,DE LOS RIOS,VALDIVIA,24,PAILLACO,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,CARLOS ROLACK HUEITRA,3800
14,DE LOS RIOS,VALDIVIA,24,PAILLACO,O,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA ,GABRIEL JESUS CATALAN NAVARRO,112
14,DE LOS RIOS,VALDIVIA,24,PAILLACO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,MAURICIO CORTES OYARZUN,243
14,DE LOS RIOS,VALDIVIA,24,PAILLACO,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,RAMONA REYES PAINEQUEO,4426
14,DE LOS RIOS,VALDIVIA,24,PAILLACO,,,,VOTOS EN BLANCO,100
14,DE LOS RIOS,VALDIVIA,24,PAILLACO,,,,VOTOS NULOS,111
13,METROPOLITANA DE SANTIAGO,MAIPO,14,PAINE,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,CRISTIAN CORNEJO FUENTES,5199
13,METROPOLITANA DE SANTIAGO,MAIPO,14,PAINE,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,DIEGO VERGARA RODRIGUEZ,12925
13,METROPOLITANA DE SANTIAGO,MAIPO,14,PAINE,,,,VOTOS EN BLANCO,282
13,METROPOLITANA DE SANTIAGO,MAIPO,14,PAINE,,,,VOTOS NULOS,367
10,DE LOS LAGOS,PALENA,26,PALENA,O,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,ARCENIO LORENZO VIDAL MALDONADO,11
10,DE LOS LAGOS,PALENA,26,PALENA,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,GUILLERMO WHITE MUÑOZ,264
10,DE LOS LAGOS,PALENA,26,PALENA,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,RICARDO SOTO SAID,377
10,DE LOS LAGOS,PALENA,26,PALENA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,VERONICA JARA TOLEDO,219
10,DE LOS LAGOS,PALENA,26,PALENA,,,,VOTOS EN BLANCO,10
10,DE LOS LAGOS,PALENA,26,PALENA,,,,VOTOS NULOS,14
10,DE LOS LAGOS,PALENA,26,PALENA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,WILLY ROSAS DELGADO,288
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,PALMILLA,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,GLORIA DE LAS MERCEDES PAREDES VALDES,3505
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,PALMILLA,F,PACTO CHILE VAMOS,INDEPENDIENTE,MANUEL PEREZ ESCOBAR,2426
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,PALMILLA,,,,VOTOS EN BLANCO,42
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,PALMILLA,,,,VOTOS NULOS,42
14,DE LOS RIOS,VALDIVIA,24,PANGUIPULLI,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,ALVARO MENDOZA BERROCAL,588
14,DE LOS RIOS,VALDIVIA,24,PANGUIPULLI,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,RENE ARAVENA RIFFO,5250
14,DE LOS RIOS,VALDIVIA,24,PANGUIPULLI,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,RODRIGO VALDIVIA ORIAS,6111
14,DE LOS RIOS,VALDIVIA,24,PANGUIPULLI,,,,VOTOS EN BLANCO,336
14,DE LOS RIOS,VALDIVIA,24,PANGUIPULLI,,,,VOTOS NULOS,263
5,DE VALPARAISO,SAN FELIPE,6,PANQUEHUE,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,GONZALO VERGARA LIZANA,1549
5,DE VALPARAISO,SAN FELIPE,6,PANQUEHUE,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,LUIS PRADENAS MORAN,1991
5,DE VALPARAISO,SAN FELIPE,6,PANQUEHUE,,,,VOTOS EN BLANCO,28
5,DE VALPARAISO,SAN FELIPE,6,PANQUEHUE,,,,VOTOS NULOS,43
5,DE VALPARAISO,PETORCA,6,PAPUDO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,MARCELA ALEJANDRA GUTIERREZ GARCES,1501
5,DE VALPARAISO,PETORCA,6,PAPUDO,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,ROSA PRIETO VALDES,1748
5,DE VALPARAISO,PETORCA,6,PAPUDO,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,VERONICA ELGUETA GALMEZ,304
5,DE VALPARAISO,PETORCA,6,PAPUDO,,,,VOTOS EN BLANCO,20
5,DE VALPARAISO,PETORCA,6,PAPUDO,,,,VOTOS NULOS,22
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,PAREDONES,F,PACTO CHILE VAMOS,INDEPENDIENTE,ANTONIO CARVACHO VARGAS,2143
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,PAREDONES,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,ARIEL HERNAN VALENZUELA FUENZALIDA,65
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,PAREDONES,P,PACTO ALTERNATIVA DEMOCRATICA,MOVIMIENTO INDEPENDIENTE REGIONALISTA AGRARIO Y SOCIAL ,EMILIANO GUERRERO TORRES,197
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,PAREDONES,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,SAMMY ORMAZABAL LOPEZ,2251
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,PAREDONES,,,,VOTOS EN BLANCO,22
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,PAREDONES,,,,VOTOS NULOS,26
7,DEL MAULE,LINARES,18,PARRAL,O,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA ,HERNAN SOTO SEPULVEDA,554
7,DEL MAULE,LINARES,18,PARRAL,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,ISRAEL ANTONIO URRUTIA ESCOBAR,6401
7,DEL MAULE,LINARES,18,PARRAL,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,PAULA RETAMAL URRUTIA,10389
7,DEL MAULE,LINARES,18,PARRAL,,,,VOTOS EN BLANCO,159
7,DEL MAULE,LINARES,18,PARRAL,,,,VOTOS NULOS,257
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,PEDRO AGUIRRE CERDA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,CARLOS IBAÑEZ HORMAZABAL,1220
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,PEDRO AGUIRRE CERDA,E,PACTO NUEVA MAYORIA,PARTIDO COMUNISTA DE CHILE ,CLAUDINA NUÑEZ JIMENEZ,8663
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,PEDRO AGUIRRE CERDA,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,EDUARDO PASTENE AZOLA,2986
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,PEDRO AGUIRRE CERDA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JUAN ROZAS ROMERO,13010
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,PEDRO AGUIRRE CERDA,M,PACTO PUEBLO UNIDO,PARTIDO IGUALDAD,LUIS LILLO BETTANCOURT,1469
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,PEDRO AGUIRRE CERDA,,,,VOTOS EN BLANCO,390
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,PEDRO AGUIRRE CERDA,,,,VOTOS NULOS,824
7,DEL MAULE,TALCA,17,PELARCO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,ALFREDO PEREZ LEIVA,1513
7,DEL MAULE,TALCA,17,PELARCO,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,BERNARDO VASQUEZ BOBADILLA,2827
7,DEL MAULE,TALCA,17,PELARCO,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,CAROLINA FRANCISCA OLAVE SEGUEL,129
7,DEL MAULE,TALCA,17,PELARCO,,,,VOTOS EN BLANCO,48
7,DEL MAULE,TALCA,17,PELARCO,,,,VOTOS NULOS,47
7,DEL MAULE,CAUQUENES,18,PELLUHUE,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,DANIEL EDUARDO BUSTOS LEAL,95
7,DEL MAULE,CAUQUENES,18,PELLUHUE,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,MARIA LUZ REYES ORELLANA,2821
7,DEL MAULE,CAUQUENES,18,PELLUHUE,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,NELSON LEAL BUSTOS,1991
7,DEL MAULE,CAUQUENES,18,PELLUHUE,,,,VOTOS EN BLANCO,23
7,DEL MAULE,CAUQUENES,18,PELLUHUE,,,,VOTOS NULOS,43
8,DEL BIOBIO,ÑUBLE,19,PEMUCO,F,PACTO CHILE VAMOS,INDEPENDIENTE,JOHNNSON GUIÑEZ NUÑEZ,2338
8,DEL BIOBIO,ÑUBLE,19,PEMUCO,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,JULIO MUÑOZ SALAZAR,1884
8,DEL BIOBIO,ÑUBLE,19,PEMUCO,O,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,OSCAR REYES BARRA,777
8,DEL BIOBIO,ÑUBLE,19,PEMUCO,,,,VOTOS EN BLANCO,32
8,DEL BIOBIO,ÑUBLE,19,PEMUCO,,,,VOTOS NULOS,34
7,DEL MAULE,TALCA,17,PENCAHUE,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,JOSE MIGUEL TOBAR ARAVENA,2964
7,DEL MAULE,TALCA,17,PENCAHUE,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,LUCY LARA LEIVA,3538
7,DEL MAULE,TALCA,17,PENCAHUE,,,,VOTOS EN BLANCO,72
7,DEL MAULE,TALCA,17,PENCAHUE,,,,VOTOS NULOS,83
