regionID,region,provincia,distrito,comuna,lista,pacto,partido,candidato,votosComuna
5,DE VALPARAISO,SAN ANTONIO,7,EL QUISCO,,,,VOTOS EN BLANCO,66
5,DE VALPARAISO,SAN ANTONIO,7,EL QUISCO,,,,VOTOS NULOS,141
5,DE VALPARAISO,SAN ANTONIO,7,EL TABO,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,EMILIO JORQUERA ROMERO,2394
5,DE VALPARAISO,SAN ANTONIO,7,EL TABO,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,EUGENIO GALVEZ NAVARRETE,444
5,DE VALPARAISO,SAN ANTONIO,7,EL TABO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,LUIS ALEJANDRO GARCIA JOFRE,1686
5,DE VALPARAISO,SAN ANTONIO,7,EL TABO,O,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA ,MARIA CASTILLO SANCHEZ,325
5,DE VALPARAISO,SAN ANTONIO,7,EL TABO,,,,VOTOS EN BLANCO,55
5,DE VALPARAISO,SAN ANTONIO,7,EL TABO,,,,VOTOS NULOS,120
7,DEL MAULE,TALCA,17,EMPEDRADO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,GONZALO TEJOS PEREZ,1195
7,DEL MAULE,TALCA,17,EMPEDRADO,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,MANUEL BAEZ GAJARDO,1272
7,DEL MAULE,TALCA,17,EMPEDRADO,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,MIREYA CARRASCO JARA,214
7,DEL MAULE,TALCA,17,EMPEDRADO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,RAIMUNDO ENRIQUE PEÑAILILLO CARTER,298
7,DEL MAULE,TALCA,17,EMPEDRADO,,,,VOTOS EN BLANCO,15
7,DEL MAULE,TALCA,17,EMPEDRADO,,,,VOTOS NULOS,27
9,DE LA ARAUCANIA,MALLECO,22,ERCILLA,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,JORGE HUMBERTO SOUGARRET DEVAUD,609
9,DE LA ARAUCANIA,MALLECO,22,ERCILLA,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,JOSE NIBALDO VILUGRON MARTINEZ,1796
9,DE LA ARAUCANIA,MALLECO,22,ERCILLA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,VALENTIN VIDAL HERNANDEZ,1521
9,DE LA ARAUCANIA,MALLECO,22,ERCILLA,,,,VOTOS EN BLANCO,63
9,DE LA ARAUCANIA,MALLECO,22,ERCILLA,,,,VOTOS NULOS,58
13,METROPOLITANA DE SANTIAGO,SANTIAGO,8,ESTACION CENTRAL,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,ANGELICA CID VENEGAS,12402
13,METROPOLITANA DE SANTIAGO,SANTIAGO,8,ESTACION CENTRAL,M,PACTO PUEBLO UNIDO,INDEPENDIENTE,DORIS DAYANNA GONZALEZ LEMUNAO,2608
13,METROPOLITANA DE SANTIAGO,SANTIAGO,8,ESTACION CENTRAL,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,MAURICIO SANTANDER VIDELA,1296
13,METROPOLITANA DE SANTIAGO,SANTIAGO,8,ESTACION CENTRAL,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,RODRIGO DELGADO MOCARQUER,15440
13,METROPOLITANA DE SANTIAGO,SANTIAGO,8,ESTACION CENTRAL,,,,VOTOS EN BLANCO,448
13,METROPOLITANA DE SANTIAGO,SANTIAGO,8,ESTACION CENTRAL,,,,VOTOS NULOS,968
8,DEL BIOBIO,CONCEPCION,20,FLORIDA,O,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA ,GERARDO CID GARRIDO,1203
8,DEL BIOBIO,CONCEPCION,20,FLORIDA,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,JORGE ELIECER ROA VILLEGAS,2632
8,DEL BIOBIO,CONCEPCION,20,FLORIDA,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,JUAN VERGARA REYES,1638
8,DEL BIOBIO,CONCEPCION,20,FLORIDA,,,,VOTOS EN BLANCO,90
8,DEL BIOBIO,CONCEPCION,20,FLORIDA,,,,VOTOS NULOS,86
9,DE LA ARAUCANIA,CAUTIN,23,FREIRE,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,JOSE BRAVO BURGOS,4647
9,DE LA ARAUCANIA,CAUTIN,23,FREIRE,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,LUIS ARMANDO ARIAS LOPEZ,3988
9,DE LA ARAUCANIA,CAUTIN,23,FREIRE,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,TUCAPEL EDGARDO SEPULVEDA FLANDES,251
9,DE LA ARAUCANIA,CAUTIN,23,FREIRE,,,,VOTOS EN BLANCO,171
9,DE LA ARAUCANIA,CAUTIN,23,FREIRE,,,,VOTOS NULOS,169
3,DE ATACAMA,HUASCO,4,FREIRINA,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,CESAR ORELLANA ORELLANA,1745
3,DE ATACAMA,HUASCO,4,FREIRINA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,LUIS ESCOBAR MOORE,133
3,DE ATACAMA,HUASCO,4,FREIRINA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,PEDRO HIRTZ NEIRA,275
3,DE ATACAMA,HUASCO,4,FREIRINA,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,ROBERTO BRUZZONE GALEB,985
3,DE ATACAMA,HUASCO,4,FREIRINA,,,,VOTOS EN BLANCO,26
3,DE ATACAMA,HUASCO,4,FREIRINA,,,,VOTOS NULOS,22
10,DE LOS LAGOS,LLANQUIHUE,25,FRESIA,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,BERNARDO ESPINOZA VILLALOBOS,3030
10,DE LOS LAGOS,LLANQUIHUE,25,FRESIA,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,RODRIGO GUARDA BARRIENTOS,3290
10,DE LOS LAGOS,LLANQUIHUE,25,FRESIA,,,,VOTOS EN BLANCO,69
10,DE LOS LAGOS,LLANQUIHUE,25,FRESIA,,,,VOTOS NULOS,77
10,DE LOS LAGOS,LLANQUIHUE,25,FRUTILLAR,F,PACTO CHILE VAMOS,INDEPENDIENTE,CLAUS LINDEMANN VIERTH,3740
10,DE LOS LAGOS,LLANQUIHUE,25,FRUTILLAR,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,IGNACIO GODOY GUERRERO,1319
10,DE LOS LAGOS,LLANQUIHUE,25,FRUTILLAR,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,RAMON ESPINOZA SANDOVAL,3016
10,DE LOS LAGOS,LLANQUIHUE,25,FRUTILLAR,,,,VOTOS EN BLANCO,89
10,DE LOS LAGOS,LLANQUIHUE,25,FRUTILLAR,,,,VOTOS NULOS,75
10,DE LOS LAGOS,PALENA,26,FUTALEUFU,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,FERNANDO GRANDON DOMKE,944
10,DE LOS LAGOS,PALENA,26,FUTALEUFU,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,JORGE FUENTEALBA TRONCOSO,140
10,DE LOS LAGOS,PALENA,26,FUTALEUFU,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,JOSE ALEJANDRO AVELLO BASCUR,415
10,DE LOS LAGOS,PALENA,26,FUTALEUFU,,,,VOTOS EN BLANCO,13
10,DE LOS LAGOS,PALENA,26,FUTALEUFU,,,,VOTOS NULOS,9
14,DE LOS RIOS,DEL RANCO,24,FUTRONO,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,CLAUDIO ROSAMEL LAVADO CASTRO,3766
14,DE LOS RIOS,DEL RANCO,24,FUTRONO,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,SARITA JARAMILLO ARISMENDI,2617
14,DE LOS RIOS,DEL RANCO,24,FUTRONO,,,,VOTOS EN BLANCO,81
14,DE LOS RIOS,DEL RANCO,24,FUTRONO,,,,VOTOS NULOS,77
9,DE LA ARAUCANIA,CAUTIN,22,GALVARINO,O,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,FERNANDO HUAIQUIL PAILLAL,1758
9,DE LA ARAUCANIA,CAUTIN,22,GALVARINO,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,MARCOS EDGARDO HERNANDEZ ROJAS,3783
9,DE LA ARAUCANIA,CAUTIN,22,GALVARINO,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,MIREYA CASTEL CERNA,258
9,DE LA ARAUCANIA,CAUTIN,22,GALVARINO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,PABLO ARTIGAS VERGARA,523
9,DE LA ARAUCANIA,CAUTIN,22,GALVARINO,,,,VOTOS EN BLANCO,77
9,DE LA ARAUCANIA,CAUTIN,22,GALVARINO,,,,VOTOS NULOS,83
15,ARICA Y PARINACOTA,PARINACOTA,1,GENERAL LAGOS,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,ALEX FERNANDO CASTILLO BLAS,404
15,ARICA Y PARINACOTA,PARINACOTA,1,GENERAL LAGOS,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,LUCIO CONDORI ALAVE,131
15,ARICA Y PARINACOTA,PARINACOTA,1,GENERAL LAGOS,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,MARISOL BEATRIZ PAREDES TARQUI,356
15,ARICA Y PARINACOTA,PARINACOTA,1,GENERAL LAGOS,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,ROLANDO MANZANO BUTRON,292
15,ARICA Y PARINACOTA,PARINACOTA,1,GENERAL LAGOS,,,,VOTOS EN BLANCO,22
15,ARICA Y PARINACOTA,PARINACOTA,1,GENERAL LAGOS,,,,VOTOS NULOS,25
9,DE LA ARAUCANIA,CAUTIN,23,GORBEA,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,GUIDO SIEGMUND GONZALEZ,3538
9,DE LA ARAUCANIA,CAUTIN,23,GORBEA,E,PACTO NUEVA MAYORIA,PARTIDO RADICAL SOCIALDEMOCRATA,JUAN ESTEBAN MEZA MONCADA,2719
9,DE LA ARAUCANIA,CAUTIN,23,GORBEA,O,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA ,LUIS ANTONIO RIQUELME VILLA,102
9,DE LA ARAUCANIA,CAUTIN,23,GORBEA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,ROSA VERDEJO SILVA,678
9,DE LA ARAUCANIA,CAUTIN,23,GORBEA,,,,VOTOS EN BLANCO,80
9,DE LA ARAUCANIA,CAUTIN,23,GORBEA,,,,VOTOS NULOS,92
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,GRANEROS,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,CLAUDIO SEGOVIA COFRE,7851
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,GRANEROS,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,JAVIER PIÑA PIÑA,441
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,GRANEROS,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,PEDRO ANTONIO PEREIRA AGUILERA,4069
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,GRANEROS,,,,VOTOS EN BLANCO,134
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,GRANEROS,,,,VOTOS NULOS,196
11,AISEN DEL GRAL. CARLOS IBAÑEZ,AISEN,27,GUAITECAS,F,PACTO CHILE VAMOS,INDEPENDIENTE,CRISTIAN ALVARADO OYARZO,670
11,AISEN DEL GRAL. CARLOS IBAÑEZ,AISEN,27,GUAITECAS,D,PACTO AYSEN,SOMOS AYSEN,LUIS ANTONIO MIRANDA CHIGUAY,108
11,AISEN DEL GRAL. CARLOS IBAÑEZ,AISEN,27,GUAITECAS,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,MARCOS MIGUEL SAAVEDRA QUINTALLANA,237
11,AISEN DEL GRAL. CARLOS IBAÑEZ,AISEN,27,GUAITECAS,,,,VOTOS EN BLANCO,10
11,AISEN DEL GRAL. CARLOS IBAÑEZ,AISEN,27,GUAITECAS,,,,VOTOS NULOS,3
5,DE VALPARAISO,QUILLOTA,6,HIJUELAS,I,PACTO CHILE QUIERE AMPLITUD,AMPLITUD,EVELYN ANDREA HORNIG OLIVARES,295
5,DE VALPARAISO,QUILLOTA,6,HIJUELAS,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,GASTON EMILIO AMENABAR PATERAKIS,1858
5,DE VALPARAISO,QUILLOTA,6,HIJUELAS,F,PACTO CHILE VAMOS,INDEPENDIENTE,VERONICA ROSSAT ARRIAGADA,4893
5,DE VALPARAISO,QUILLOTA,6,HIJUELAS,,,,VOTOS EN BLANCO,84
5,DE VALPARAISO,QUILLOTA,6,HIJUELAS,,,,VOTOS NULOS,74
10,DE LOS LAGOS,PALENA,26,HUALAIHUE,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,CELSO CASTRO VILLARROEL,1074
10,DE LOS LAGOS,PALENA,26,HUALAIHUE,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,FREDDY IBACACHE MUÑOZ,2630
10,DE LOS LAGOS,PALENA,26,HUALAIHUE,,,,VOTOS EN BLANCO,130
10,DE LOS LAGOS,PALENA,26,HUALAIHUE,,,,VOTOS NULOS,104
7,DEL MAULE,CURICO,17,HUALAÑE,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,CAROLINA ALEJANDRA MUÑOZ NUÑEZ,2515
7,DEL MAULE,CURICO,17,HUALAÑE,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,CLAUDIO PUCHER LIZAMA,3489
7,DEL MAULE,CURICO,17,HUALAÑE,,,,VOTOS EN BLANCO,74
7,DEL MAULE,CURICO,17,HUALAÑE,,,,VOTOS NULOS,63
8,DEL BIOBIO,CONCEPCION,20,HUALPEN,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,ELICIA HERRERA FERRADA,1207
8,DEL BIOBIO,CONCEPCION,20,HUALPEN,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,GABRIEL TORRES HERMOSILLA,8444
8,DEL BIOBIO,CONCEPCION,20,HUALPEN,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,KATHERINE TORRES MACHUCA,8772
8,DEL BIOBIO,CONCEPCION,20,HUALPEN,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,MIGUEL RIVERA MORALES,8221
8,DEL BIOBIO,CONCEPCION,20,HUALPEN,,,,VOTOS EN BLANCO,277
8,DEL BIOBIO,CONCEPCION,20,HUALPEN,,,,VOTOS NULOS,731
8,DEL BIOBIO,CONCEPCION,20,HUALQUI,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,JORGE MARDONES RODRIGUEZ,2225
8,DEL BIOBIO,CONCEPCION,20,HUALQUI,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,RICARDO FUENTES PALMA,5218
8,DEL BIOBIO,CONCEPCION,20,HUALQUI,O,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA ,ROBERTO ANDRES FRANCESCONI RIQUELME,957
8,DEL BIOBIO,CONCEPCION,20,HUALQUI,,,,VOTOS EN BLANCO,187
8,DEL BIOBIO,CONCEPCION,20,HUALQUI,,,,VOTOS NULOS,277
1,DE TARAPACA,DEL TAMARUGAL,2,HUARA,I,PACTO CHILE QUIERE AMPLITUD,INDEPENDIENTE,ALEJANDRO JAVIER CAPETILLO CAQUEO,199
1,DE TARAPACA,DEL TAMARUGAL,2,HUARA,E,PACTO NUEVA MAYORIA,PARTIDO RADICAL SOCIALDEMOCRATA,CARLOS SILVA RIQUELME,1058
1,DE TARAPACA,DEL TAMARUGAL,2,HUARA,F,PACTO CHILE VAMOS,INDEPENDIENTE,JOSE ANDRES BARTOLO VINAYA,1058
1,DE TARAPACA,DEL TAMARUGAL,2,HUARA,,,,VOTOS EN BLANCO,36
1,DE TARAPACA,DEL TAMARUGAL,2,HUARA,,,,VOTOS NULOS,81
3,DE ATACAMA,HUASCO,4,HUASCO,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,JAVIER COOPMAN CORRAL,364
3,DE ATACAMA,HUASCO,4,HUASCO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JUAN SABANDO SANTIBAÑEZ,637
3,DE ATACAMA,HUASCO,4,HUASCO,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,RODRIGO LOYOLA MORENILLA,2184
3,DE ATACAMA,HUASCO,4,HUASCO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,RONY ACUÑA BORQUEZ,986
3,DE ATACAMA,HUASCO,4,HUASCO,,,,VOTOS EN BLANCO,50
3,DE ATACAMA,HUASCO,4,HUASCO,,,,VOTOS NULOS,26
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,HUECHURABA,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,CARLOS CUADRADO PRATS,16208
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,HUECHURABA,F,PACTO CHILE VAMOS,INDEPENDIENTE,CAROLINA PLAZA GUZMAN,5944
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,HUECHURABA,M,PACTO PUEBLO UNIDO,INDEPENDIENTE,OSVALDO JAVIER NAVARRO JAMETT,262
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,HUECHURABA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,VICTOR MAURICIO URZUA MAULEN,2412
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,HUECHURABA,,,,VOTOS EN BLANCO,265
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,HUECHURABA,,,,VOTOS NULOS,483
4,DE COQUIMBO,CHOAPA,5,ILLAPEL,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,DENIS ENRIQUE CORTES VARGAS,6621
4,DE COQUIMBO,CHOAPA,5,ILLAPEL,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,MARIA DIAZ VEGA,909
4,DE COQUIMBO,CHOAPA,5,ILLAPEL,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,RAUL MUSA URETA,4635
4,DE COQUIMBO,CHOAPA,5,ILLAPEL,,,,VOTOS EN BLANCO,101
4,DE COQUIMBO,CHOAPA,5,ILLAPEL,,,,VOTOS NULOS,110
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,INDEPENDENCIA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,ANTONIO GARRIDO MARDONES,5018
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,INDEPENDENCIA,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,GONZALO DURAN BARONTI,13463
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,INDEPENDENCIA,M,PACTO PUEBLO UNIDO,PARTIDO IGUALDAD,MAURICIO ALEJANDRO VARGAS SOTO,395
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,INDEPENDENCIA,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,RODRIGO BARCO SANCHEZ,3513
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,INDEPENDENCIA,,,,VOTOS EN BLANCO,235
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,INDEPENDENCIA,,,,VOTOS NULOS,452
1,DE TARAPACA,IQUIQUE,2,IQUIQUE,I,PACTO CHILE QUIERE AMPLITUD,AMPLITUD,JUAN CARLOS LIENDO SALAS,1156
1,DE TARAPACA,IQUIQUE,2,IQUIQUE,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,LUZ EBENSPERGER ORREGO,20108
1,DE TARAPACA,IQUIQUE,2,IQUIQUE,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,MAURICIO ALEJANDRO SORIA MACCHIAVELLO,20229
1,DE TARAPACA,IQUIQUE,2,IQUIQUE,C,PACTO PODER ECOLOGISTA Y CIUDADANO,INDEPENDIENTE,MIGUEL ALFREDO ROCHA SARMIENTO,1513
1,DE TARAPACA,IQUIQUE,2,IQUIQUE,P,PACTO ALTERNATIVA DEMOCRATICA,INDEPENDIENTE,MIGUEL DIAZ CID,572
1,DE TARAPACA,IQUIQUE,2,IQUIQUE,M,PACTO PUEBLO UNIDO,INDEPENDIENTE,MYLA ETELVINA CHAVEZ FAJARDO,1176
1,DE TARAPACA,IQUIQUE,2,IQUIQUE,,,,VOTOS EN BLANCO,557
1,DE TARAPACA,IQUIQUE,2,IQUIQUE,,,,VOTOS NULOS,1504
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,ISLA DE MAIPO,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,CARLOS ADASME GODOY,5348
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,ISLA DE MAIPO,M,PACTO PUEBLO UNIDO,PARTIDO IGUALDAD,CARLOS ALBERTO NAVARRO GALLINATO,500
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,ISLA DE MAIPO,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,HERNAN LEIVA LISSEMBART,4421
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,ISLA DE MAIPO,,,,VOTOS EN BLANCO,142
13,METROPOLITANA DE SANTIAGO,TALAGANTE,14,ISLA DE MAIPO,,,,VOTOS NULOS,190
5,DE VALPARAISO,ISLA DE PASCUA,7,ISLA DE PASCUA,F,PACTO CHILE VAMOS,INDEPENDIENTE,LYNN RAPU TUKI,245
5,DE VALPARAISO,ISLA DE PASCUA,7,ISLA DE PASCUA,O,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA ,PEDRO PABLO EDMUNDS PAOA,1328
5,DE VALPARAISO,ISLA DE PASCUA,7,ISLA DE PASCUA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,SOFIA FAUNDEZ HEY,808
5,DE VALPARAISO,ISLA DE PASCUA,7,ISLA DE PASCUA,,,,VOTOS EN BLANCO,18
5,DE VALPARAISO,ISLA DE PASCUA,7,ISLA DE PASCUA,,,,VOTOS NULOS,20
5,DE VALPARAISO,VALPARAISO,7,JUAN FERNANDEZ,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,LEOPOLDO GONZALEZ CHARPENTIER,270
5,DE VALPARAISO,VALPARAISO,7,JUAN FERNANDEZ,P,PACTO ALTERNATIVA DEMOCRATICA,PARTIDO HUMANISTA,SCHEILA RECABARREN SCHILLER,258
5,DE VALPARAISO,VALPARAISO,7,JUAN FERNANDEZ,,,,VOTOS EN BLANCO,1
5,DE VALPARAISO,VALPARAISO,7,JUAN FERNANDEZ,,,,VOTOS NULOS,3
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,LA CISTERNA,C,PACTO PODER ECOLOGISTA Y CIUDADANO,PARTIDO ECOLOGISTA VERDE ,IRMA EDITH PEREZ LLANQUIN,4419
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,LA CISTERNA,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,MARCELO ALFARO VALDES,4798
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,LA CISTERNA,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,SANTIAGO REBOLLEDO PIZARRO,11340
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,LA CISTERNA,,,,VOTOS EN BLANCO,294
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,LA CISTERNA,,,,VOTOS NULOS,673
5,DE VALPARAISO,QUILLOTA,6,LA CRUZ,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,DARMA ODETTE LOPEZ TORRES,156
5,DE VALPARAISO,QUILLOTA,6,LA CRUZ,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,FILOMENA NAVIA HEVIA,3182
5,DE VALPARAISO,QUILLOTA,6,LA CRUZ,I,PACTO CHILE QUIERE AMPLITUD,INDEPENDIENTE,LUIS EDUARDO GAETE PULGAR,68
5,DE VALPARAISO,QUILLOTA,6,LA CRUZ,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,MAITE LARRONDO LABORDE,3940
5,DE VALPARAISO,QUILLOTA,6,LA CRUZ,,,,VOTOS EN BLANCO,49
5,DE VALPARAISO,QUILLOTA,6,LA CRUZ,,,,VOTOS NULOS,97
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,LA ESTRELLA,F,PACTO CHILE VAMOS,INDEPENDIENTE,GASTON FERNANDEZ MORI,1130
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,LA ESTRELLA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,HECTOR OSORIO MONRREAL,838
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,LA ESTRELLA,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,RICARDO HERNAN BEAS GONZALEZ,507
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,LA ESTRELLA,,,,VOTOS EN BLANCO,21
6,DEL LIBERTADOR BDO. O'HIGGINS,CARDENAL CARO,16,LA ESTRELLA,,,,VOTOS NULOS,33
13,METROPOLITANA DE SANTIAGO,SANTIAGO,12,LA FLORIDA,M,PACTO PUEBLO UNIDO,PARTIDO IGUALDAD,ALEXIS SCHUMACHER VERDUGO,2557
13,METROPOLITANA DE SANTIAGO,SANTIAGO,12,LA FLORIDA,E,PACTO NUEVA MAYORIA,PARTIDO COMUNISTA DE CHILE ,DAVID PERALTA CASTRO,19785
13,METROPOLITANA DE SANTIAGO,SANTIAGO,12,LA FLORIDA,C,PACTO PODER ECOLOGISTA Y CIUDADANO,PARTIDO ECOLOGISTA VERDE ,JUAN CARLOS ZURITA MEDINA,3280
13,METROPOLITANA DE SANTIAGO,SANTIAGO,12,LA FLORIDA,R,PACTO JUSTICIA Y TRANSPARENCIA,UNION PATRIOTICA,MARIA OLGA MORALES MORALES,1172
13,METROPOLITANA DE SANTIAGO,SANTIAGO,12,LA FLORIDA,F,PACTO CHILE VAMOS,INDEPENDIENTE,RODOLFO CARTER FERNANDEZ,56341
13,METROPOLITANA DE SANTIAGO,SANTIAGO,12,LA FLORIDA,,,,VOTOS EN BLANCO,1031
13,METROPOLITANA DE SANTIAGO,SANTIAGO,12,LA FLORIDA,,,,VOTOS NULOS,1876
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,LA GRANJA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,ANTONIO RIVAS FIGUEROA,1605
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,LA GRANJA,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,FELIPE DELPIN AGUILAR,13439
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,LA GRANJA,M,PACTO PUEBLO UNIDO,PARTIDO IGUALDAD,MARISOL JACQUELINE LLANOS PRADO,538
